businessId,businessName,label,V1,V2,wonderful,perfect,generous,favorite,delicious,tasty,reasonable,highly,price,awesome,best,nice,clean,good,quick,fan,excellent,soon,prices,yummy,quality,taste,size,high,husband,amazing,really,offer,great,fantastic,recommend,fresh,little,sure,friendly,coming,try,real,usual,add,find,choice,rice,special,valley,quite,week,love,places,definitely,tried,every,close,super,thin,ever,new,found,way,lot,like,thing,also,mall,flavorful,well,ice,regular,enjoy,portion,made,friend,come,always,bit,staff,disappointed,reason,us,food,everything,top,com,eat,large,lunch,back,end,often,looking,ill,go,place,flavor,make,since,businessRating
dec2TzjQ1skgmugHKJyLwQ,In N Out Burger,High,-0.101835173,0.039569178,1,2,1,2,2,2,1,0,4,1,10,6,6,20,0,5,3,1,2,2,0,8,1,3,2,4,10,1,25,1,0,12,5,3,9,2,2,14,6,4,3,4,4,5,1,3,1,11,3,2,2,11,6,0,31,26,10,0,29,5,14,25,5,4,0,9,36,1,2,0,2,9,4,14,9,4,0,4,79,32,5,8,13,58,0,5,7,15,1,1,21,40,19,1,8,2,4
5nddZwZzT7pvC5vBjKRzoA,Chick-Fil-A,High,-0.082126177,0.139808692,0,0,0,5,1,3,0,0,1,5,8,5,13,16,6,4,4,0,0,1,1,1,1,5,0,3,12,1,14,0,1,6,3,6,15,0,3,14,9,2,4,1,1,1,0,3,5,19,4,2,3,7,3,5,18,28,3,4,36,3,18,14,2,7,0,5,36,1,0,0,3,16,8,27,3,7,2,3,70,57,0,4,18,31,0,3,4,24,3,0,20,44,30,4,6,3,4
chFzObJSoxAbVlFfgk5JRg,YC's Mongolian Grill,High,-0.079360568,0.049480287,0,0,1,4,3,3,1,0,4,5,2,4,7,10,1,1,0,2,0,1,1,4,3,7,1,0,12,4,13,0,1,6,15,6,6,1,4,15,0,20,3,7,16,3,0,1,1,9,5,4,3,7,2,6,12,23,2,0,13,7,21,8,7,12,1,6,43,1,0,3,3,10,6,6,2,9,0,1,49,31,3,6,14,53,6,9,7,18,0,0,48,60,35,6,11,4,4
BWHWlMbbfW2uuuZpmkWItg,My Fit Foods,High,-0.045514083,0.049903802,0,2,0,3,4,3,3,0,11,1,2,3,3,12,8,3,1,3,4,1,3,3,2,0,3,2,8,2,16,1,8,4,3,16,3,0,10,11,0,7,4,8,11,2,0,4,7,7,0,1,3,11,1,3,23,29,5,5,13,9,20,16,8,4,1,11,26,3,3,11,6,5,6,2,5,7,1,5,58,51,5,8,22,59,2,14,7,19,0,4,18,45,12,2,6,2,4
nyUdKma0UUQMjqa6BaXVlg,Horseshoe Cafe,High,-0.052604784,-0.02448557,1,2,0,1,10,0,2,3,5,4,10,4,2,14,3,8,5,1,4,1,1,4,3,5,2,3,8,1,24,7,5,3,5,6,9,2,12,13,1,3,5,3,6,1,0,1,3,8,1,4,1,16,4,2,19,24,1,3,13,1,15,18,5,5,0,2,30,2,3,4,10,12,7,2,4,12,4,3,75,17,7,14,23,51,2,7,15,21,1,6,16,44,25,1,8,2,4
guD6--j7BIeqcFW_IUFbgw,America's Taco Shop,High,-0.0659226,-0.003369242,3,2,0,1,9,4,1,2,5,4,5,6,3,25,1,7,3,0,5,1,2,2,3,2,1,4,14,1,20,3,8,4,6,0,8,0,11,15,0,7,5,1,6,5,0,1,1,15,0,6,3,6,2,0,19,21,7,1,10,10,17,17,10,4,0,7,32,2,4,1,4,20,3,5,4,2,1,2,55,29,1,3,20,48,10,8,23,30,2,5,24,44,21,4,3,3,4
6YviEaoGQG3Kd-BbMn5iow,Bite Me Subs,High,-0.079983213,0.019333098,0,2,0,2,7,1,2,0,8,3,10,11,1,17,3,2,0,3,3,1,2,1,0,2,0,3,10,0,15,2,2,8,4,2,6,1,10,14,4,3,5,3,8,8,1,0,4,13,1,2,4,13,3,5,21,32,4,1,21,3,19,18,8,2,0,5,40,0,1,2,5,11,5,11,21,7,4,3,67,15,6,8,13,37,1,16,8,18,0,4,25,40,30,2,11,4,4
5uRaUf0eNyJgIdwAkIOM7Q,75th Thai Taste Restaurant,High,-0.052199607,0.061309874,0,0,1,3,7,1,1,1,10,1,6,5,8,24,1,5,7,0,5,4,2,18,3,3,0,2,8,0,15,1,5,4,8,1,3,1,6,9,1,7,5,0,17,5,1,3,0,8,6,4,3,9,3,3,24,30,3,2,16,2,15,16,6,6,2,11,44,1,2,7,3,11,1,7,4,0,4,3,72,27,5,0,20,28,5,9,10,19,3,2,12,46,36,12,2,1,4
2VU7F1oqCxpVPVlvpwvacw,Barfly,High,-0.095105153,-0.006294435,2,3,0,0,0,5,0,1,14,3,10,16,0,38,3,0,4,0,7,4,2,3,3,7,1,3,14,4,21,0,2,10,11,3,6,0,4,19,3,0,1,1,14,0,0,2,1,2,1,5,2,8,7,2,14,18,5,0,11,7,9,13,6,2,0,14,50,1,2,0,4,9,5,0,1,4,0,1,50,35,1,14,25,49,1,0,9,20,0,5,19,67,23,3,7,4,4
1MQmujTuU-3qPdoogdA8CQ,Joyride Central,High,-0.068180727,-0.074996937,1,10,0,4,12,1,1,1,1,4,2,4,0,18,3,9,2,2,1,0,0,2,1,5,3,4,12,2,24,6,6,13,4,9,9,5,6,12,2,2,4,2,4,4,0,3,2,16,2,6,5,9,4,3,15,13,8,2,16,5,11,10,10,1,2,11,31,1,5,1,10,19,6,2,1,8,1,2,78,14,5,5,25,34,1,3,14,31,0,2,36,38,19,7,6,1,4
OXwKBaV74IM_VduC5OWV1g,Little Sicily,High,-0.077998416,-0.038781134,2,7,1,0,6,5,1,2,6,4,7,5,1,26,2,6,4,1,1,1,5,11,2,2,2,5,4,0,17,1,4,5,31,3,6,2,15,4,2,4,2,0,6,5,3,3,3,10,6,4,3,5,2,3,24,20,5,1,17,1,17,12,12,5,1,9,23,3,3,0,3,8,1,5,5,3,2,1,92,9,3,10,11,31,2,1,15,19,0,2,27,65,25,4,3,8,4
cPmbPQepAatet3QMUZaSeg,Lenny's Burger,High,-0.067952883,-0.003542115,2,3,1,2,12,3,1,1,12,3,10,12,4,20,0,5,0,0,4,2,1,7,2,2,3,8,12,3,15,3,3,2,4,2,5,1,9,13,1,1,4,1,12,2,2,0,3,6,1,2,2,9,5,2,25,18,17,2,9,3,18,17,9,7,0,7,38,0,1,1,2,11,6,3,3,4,2,3,73,22,7,5,27,37,2,5,9,20,1,7,22,52,22,1,8,4,4
ePwLfpvB6QkBOtKIyPycPw,Royal Thai Grill,High,-0.08840643,0.002300643,3,3,0,4,5,5,2,0,3,1,8,1,3,23,3,6,2,1,1,0,0,7,0,1,1,5,13,1,10,1,1,3,4,4,5,3,10,18,0,1,0,2,13,10,7,5,1,8,4,2,3,8,2,8,17,21,2,3,14,3,19,12,7,7,2,6,31,0,2,1,5,13,7,5,9,1,5,4,59,66,3,3,17,31,0,12,10,16,0,0,24,53,34,6,5,2,4
fESObRt-YtkgeNS_TUBhlw,Cracker Barrel Old Country Store Inc,High,-0.097381389,0.049335139,0,3,2,1,3,0,2,0,3,3,6,3,5,32,2,0,5,3,3,0,1,2,1,1,3,2,5,1,20,0,0,2,7,2,5,0,23,10,6,1,11,1,3,1,0,1,1,23,2,4,0,13,1,2,22,25,4,2,22,13,18,10,10,2,0,4,20,0,6,5,3,5,9,12,9,1,0,4,65,29,2,13,20,50,0,3,10,18,1,3,25,59,21,2,7,4,4
mqLIvIVWmV00VWo3L5pj3Q,Cowboy Ciao,High,-0.100859918,-0.002261174,2,7,1,1,3,3,0,0,8,5,14,12,2,25,5,3,2,1,2,0,2,8,1,1,0,10,10,2,18,1,4,5,6,5,5,2,11,14,1,3,4,0,8,2,0,3,1,12,2,5,3,6,1,3,20,20,3,1,14,2,11,11,9,4,0,10,34,2,3,2,3,9,5,0,8,6,1,0,67,39,0,18,20,44,1,4,10,32,2,0,21,43,20,2,7,5,4
2LZdhuiDH4RkDHQnHAOcnw,Proof,High,-0.083872668,-0.09543076,4,6,0,1,10,2,0,0,7,7,10,5,0,20,1,8,3,0,4,2,1,4,3,3,5,11,7,0,29,5,2,6,4,2,6,1,11,8,0,4,0,1,7,3,0,2,5,8,0,13,3,7,0,1,17,17,3,1,6,3,12,8,11,4,2,9,38,1,7,1,11,11,9,3,7,12,1,1,58,24,3,6,26,50,2,6,10,26,0,3,20,49,18,6,9,5,4
_BhzcKojv1gjdRINe3Gkig,Morton's The Steakhouse,High,-0.091250589,-0.077436144,3,9,1,2,4,6,0,0,1,2,6,15,0,26,0,2,9,0,0,1,2,4,4,2,8,5,8,0,17,1,2,3,9,5,1,4,8,10,2,1,1,3,1,8,1,0,1,4,3,1,0,7,2,2,24,18,5,2,19,2,13,17,4,7,1,3,45,0,1,6,4,3,8,11,5,8,2,3,92,25,2,4,26,39,4,0,11,23,1,1,26,60,12,2,9,2,4
h_764eIV-D3n7qjyBmluug,Sourdough Pizza Restaurant,High,-0.072274037,-0.027828681,1,5,0,4,7,0,1,1,10,0,9,8,1,35,1,5,3,0,5,3,1,3,3,3,2,5,5,11,13,3,2,6,9,3,6,1,7,5,6,3,2,2,10,4,2,1,0,9,1,6,2,4,2,1,24,17,1,5,4,3,17,14,7,9,1,6,37,1,5,1,2,10,3,0,4,3,3,3,107,9,2,11,11,32,3,3,9,19,0,6,19,64,37,7,3,2,4
jqbrMBRsByyVBm8OoQ9dWA,Cracker Barrel Old Country Store,High,-0.101987092,0.044647654,2,4,0,4,0,4,2,1,5,2,8,2,2,22,2,1,3,2,3,2,3,4,1,1,0,4,8,1,14,0,2,1,5,3,7,1,14,10,6,3,3,0,5,4,0,1,3,11,5,2,0,12,2,1,28,22,3,1,35,1,17,24,6,1,0,4,32,3,3,0,5,9,10,27,3,9,1,5,77,31,5,5,25,36,2,4,8,14,2,3,15,49,22,0,7,3,4
9-cRrGH5WmZKQ_O6LtfSbw,The Lounge,High,-0.106145952,-0.053977907,2,4,0,4,3,1,0,1,3,12,9,12,1,17,1,3,2,1,1,1,0,5,1,6,1,0,14,2,27,2,6,3,7,8,5,1,12,15,3,5,4,3,3,3,2,5,3,8,1,6,1,5,1,1,16,16,1,1,17,5,18,11,5,4,0,7,31,3,12,0,11,18,9,6,3,3,1,1,68,16,2,9,25,37,1,0,8,53,0,4,18,37,34,2,2,1,4
9x0rvR9SSX5mO1vUqx_hnQ,Blossom Asian Cuisine,High,-0.068874651,0.098956136,2,2,0,5,3,3,3,2,15,3,6,2,7,26,5,5,2,0,7,2,8,3,2,2,0,3,6,0,18,1,5,8,9,4,13,1,7,6,2,0,4,0,24,7,2,2,3,8,3,3,1,8,2,5,16,17,3,0,27,1,19,13,5,4,2,4,40,2,1,4,3,14,4,18,0,6,3,5,37,57,5,7,17,25,0,8,4,21,0,1,12,49,29,4,2,3,4
Y-NqaDy_1bb-Y5dQ33x-Pw,Sacks Art of Sandwicherie,High,-0.074455676,0.009610092,1,4,0,4,7,6,0,0,6,1,8,9,1,14,1,1,2,0,2,2,5,3,0,1,0,2,14,6,13,0,6,10,8,5,5,2,6,15,3,4,2,2,6,12,1,3,3,9,1,5,2,11,5,3,25,31,1,5,16,6,23,15,9,1,1,9,35,3,0,0,8,6,12,6,2,8,3,3,80,4,4,1,25,27,1,17,7,15,3,0,26,41,21,4,13,3,4
9ao7DSa0vgDMQqrWtEcwnQ,Se毡or Taco,High,-0.089816811,0.081597819,0,0,0,4,5,4,1,0,10,5,8,9,4,34,6,0,3,0,5,0,4,4,1,1,1,1,13,4,21,0,1,6,5,1,3,1,13,13,8,4,5,2,15,4,0,0,4,8,2,1,2,11,3,1,18,22,2,3,15,5,12,16,7,4,0,3,35,0,3,8,5,4,7,5,3,3,0,1,42,58,3,6,15,40,3,6,7,8,2,3,22,58,30,5,10,0,4
cXykQLP4Sr3tNii8k-zckg,Culver's,High,-0.086869024,0.007974933,0,7,0,1,5,4,1,1,11,4,4,8,5,31,0,5,3,1,4,0,3,12,2,2,0,4,15,4,5,1,2,9,6,4,8,1,11,15,1,3,6,0,11,2,2,2,1,11,1,5,5,5,5,4,16,15,8,2,20,3,21,12,3,0,0,6,48,1,6,0,5,14,3,10,1,4,4,2,81,31,2,5,21,15,0,4,8,19,0,2,25,52,16,9,0,2,4
bewtZL-VV1oeGUdAhHVz6Q,Omaha Steakhouse,High,-0.125458737,-0.032510992,1,5,0,2,2,1,1,0,7,2,6,10,1,28,1,5,4,0,2,0,8,5,2,3,2,7,11,1,24,2,0,12,10,3,1,0,5,15,1,3,3,5,7,3,0,1,2,1,4,2,2,10,0,1,28,22,2,2,11,7,12,22,13,4,0,5,44,1,7,0,3,2,4,3,5,0,1,1,81,16,5,10,34,38,2,3,9,13,1,1,15,53,18,2,7,2,4
x8I3XYa6CbI9REIJpDFtQA,Dave's Dog House,High,-0.117413234,-0.022340395,0,10,0,7,11,2,0,0,10,1,10,8,1,29,1,2,4,2,4,1,4,3,2,6,1,2,10,2,9,1,3,5,8,6,1,0,6,12,2,3,1,1,10,3,0,0,1,3,0,4,3,9,3,0,13,18,5,2,20,2,18,11,9,4,1,9,22,1,4,0,3,2,11,7,5,0,1,4,107,19,1,11,21,23,1,5,10,7,1,2,26,52,34,2,10,9,4
FjQWjXvFCdrgdU3Rgi3b3w,Gyros Express,High,-0.054799781,0.069195801,0,5,5,3,10,1,4,3,7,3,19,4,2,31,3,7,3,1,4,1,2,5,3,4,1,0,7,1,21,2,6,8,8,2,9,3,5,8,2,5,3,3,11,8,4,3,0,3,3,3,5,5,1,2,13,16,2,5,10,2,9,7,4,6,0,4,27,1,3,7,5,14,7,7,2,5,1,7,51,30,3,6,18,56,1,15,5,22,0,2,25,46,18,0,2,2,4
FlZ5dTvuoPls8OuXfUAwqg,Johnnie's Chicago Red Hots,High,-0.114086605,0.019718,1,4,1,1,3,4,0,0,8,1,9,5,2,24,7,4,2,1,1,0,2,5,0,0,4,1,9,0,14,0,0,4,10,4,4,1,10,13,1,1,4,0,8,3,1,2,4,5,1,1,5,14,4,1,27,29,4,5,13,4,15,21,1,2,0,7,25,2,5,1,9,7,6,7,7,0,2,2,65,11,4,7,15,29,0,9,11,10,1,1,20,106,25,1,6,2,4
U8VA-RW6LYOhxR-Ygi6eDw,Takamatsu's,High,-0.104347304,0.028153197,1,0,0,1,5,2,0,0,6,3,9,7,2,27,4,1,3,1,3,6,0,6,1,2,2,4,6,2,18,0,2,5,9,4,6,1,14,9,3,1,2,1,16,8,2,1,7,8,4,3,4,4,1,0,9,17,3,1,15,2,14,6,15,6,1,7,35,0,3,6,0,8,10,10,6,2,0,1,68,17,2,4,16,35,3,24,10,14,0,1,17,71,26,5,7,2,4
YqcPBiZMeCjZFlJlA28zwQ,Arizona Sandwich Co,High,-0.095227916,0.048053898,0,1,0,1,5,4,0,0,11,3,5,6,0,15,7,2,3,0,4,0,5,2,4,1,1,3,14,2,22,0,2,8,5,5,5,1,5,15,3,4,4,3,11,7,1,1,13,4,3,4,0,6,4,4,12,17,2,1,12,5,18,7,5,8,0,6,43,2,1,4,3,9,4,6,4,4,2,4,69,7,1,6,19,45,3,20,7,17,0,1,17,58,25,2,12,6,4
OgwWmZCXjQRa8Qyg0KmMhw,Gecko Grill,High,-0.111493706,-0.015708825,2,0,0,6,5,1,0,1,1,5,10,4,2,26,0,2,3,0,1,2,1,3,1,2,2,4,6,1,20,0,1,4,5,4,6,1,4,6,5,4,1,1,5,11,7,1,2,9,4,1,4,9,7,0,20,22,2,2,23,1,10,15,7,9,1,8,26,0,1,0,1,11,11,14,2,4,5,1,49,38,4,6,21,36,3,2,12,18,1,1,36,51,32,7,3,0,4
619v4z_tj2NiZWuX1tPdrw,Black Bear Diner,High,-0.098349681,-0.002605857,0,4,1,0,7,0,1,0,3,4,5,3,1,21,1,5,0,1,3,3,2,5,3,2,1,1,11,0,13,2,4,3,8,5,8,1,8,13,6,2,2,0,3,4,0,3,4,7,4,2,3,13,3,3,21,29,3,1,14,2,16,20,5,10,2,8,26,2,2,7,6,13,6,6,6,2,1,1,72,22,8,5,20,32,5,3,6,26,0,2,16,48,24,4,3,3,4
5iNDEyLJswlErDGD4OT6NA,Traffic Jam,High,-0.10049022,-0.008389168,3,3,2,0,6,3,1,0,6,4,1,3,1,15,2,1,1,0,3,2,2,2,0,0,3,3,12,0,20,0,3,14,6,7,7,0,12,17,0,2,5,0,12,4,0,2,1,10,2,3,4,7,2,3,24,13,2,2,14,4,11,21,4,7,2,8,32,1,0,1,22,15,0,3,9,0,1,2,53,37,6,7,3,37,0,13,10,20,1,4,16,39,37,5,11,1,4
FRiT2RI6Y1nds1jjZqvnXQ,Sauce - Pizza & Wine,High,-0.085917146,0.067376327,0,5,1,4,8,3,4,2,15,4,7,8,1,24,9,2,4,0,6,3,1,1,1,7,0,2,8,5,26,0,5,1,0,1,7,1,9,12,2,1,5,5,15,4,1,1,1,3,1,0,3,5,1,2,17,12,1,1,9,2,7,8,8,1,0,6,50,1,4,0,7,8,8,5,9,6,0,5,70,35,2,6,21,51,3,3,9,18,2,1,7,43,16,0,6,2,4
DacThWipWrC-vx0jIelNGw,Great Wall Chinese Restaurant,High,-0.062939193,0.032853972,1,2,0,1,6,1,2,0,7,3,9,6,0,27,4,4,2,0,2,1,3,2,1,0,4,4,3,0,22,1,2,1,7,1,8,2,11,5,3,2,6,1,17,2,6,3,3,5,2,4,7,12,1,2,15,21,4,4,16,2,12,10,5,6,2,6,35,1,4,13,0,12,3,11,5,4,1,5,47,36,3,2,13,39,9,1,10,19,4,4,10,50,30,5,3,3,4
ogMsiOU3QA2671pFUvexUA,Celsius Sushi Bar,High,-0.139077428,0.009155963,1,3,0,7,0,0,0,1,9,1,4,8,0,18,2,3,1,1,4,0,1,3,2,1,0,3,3,1,20,0,2,5,5,1,4,1,3,3,1,1,4,2,11,12,1,3,3,8,1,2,3,7,10,1,25,17,5,2,18,1,14,13,8,8,0,9,35,3,4,1,3,10,6,11,5,2,0,1,129,12,1,5,18,37,3,1,7,14,2,1,14,40,24,0,6,5,4
kJ2aJFIJIK_Hnr8aj043kw,Outback Steakhouse,High,-0.078641207,0.005770775,1,6,2,1,2,0,1,1,3,1,5,12,3,21,3,2,9,4,1,1,3,3,3,3,2,4,7,3,21,1,3,3,7,3,3,4,2,7,5,1,4,4,3,7,2,0,3,7,0,3,3,9,2,2,18,16,4,1,28,3,9,13,5,1,1,6,42,2,2,0,2,9,3,19,5,7,1,2,63,12,4,10,19,34,1,10,36,20,1,1,17,49,6,2,3,7,4
3XRjQn9R-F7YJ-ZEuScIUg,Fry Bread House East,High,-0.079163287,-0.022378817,4,2,1,1,8,0,0,0,6,2,4,6,4,29,0,3,1,1,1,2,1,2,0,1,3,3,11,3,8,0,4,2,8,4,3,3,22,12,1,1,4,0,6,3,4,6,2,18,5,8,4,9,2,0,16,14,5,2,13,8,8,13,3,6,3,5,20,3,3,4,3,9,5,3,6,3,3,2,46,20,2,8,21,36,5,6,10,18,0,2,30,50,29,9,8,11,4
eL7RUC_jGRLBkmkvFqkAlQ,Paldo Market,High,-0.070969995,0.098938746,0,1,1,2,3,3,1,1,17,0,3,6,7,24,6,2,2,0,8,0,5,0,2,3,3,1,5,2,11,0,1,21,17,0,3,0,5,7,2,2,10,0,20,5,4,2,3,8,1,2,3,4,10,4,21,11,1,5,16,6,16,18,9,11,1,14,34,0,1,0,9,4,4,10,11,1,0,4,40,27,2,6,13,38,2,5,13,10,1,2,21,45,17,4,1,1,4
6dLihxk39LdNnTC4JMbA0A,Alchemy Restaurant at CopperWynd Resort and Club,High,-0.097248608,-0.064827914,6,4,1,1,4,1,1,1,9,5,8,6,2,15,0,6,5,2,3,0,3,3,1,6,0,10,6,5,23,2,6,2,1,7,3,1,4,7,2,7,4,0,9,12,1,0,2,8,0,4,0,4,5,3,17,22,6,1,9,2,5,15,5,4,4,12,35,0,8,3,4,7,2,1,1,9,3,1,74,27,0,10,17,39,0,4,6,21,0,1,21,40,19,7,9,3,4
wccFOUVaqeNBRaY27wOCyg,Tao Kitchen Asian Bistro,High,-0.103558513,0.006524303,1,0,0,1,5,2,1,1,10,1,8,13,3,24,2,4,4,2,4,0,4,12,0,3,3,0,14,1,11,3,2,3,5,2,2,3,8,14,0,3,3,2,23,4,0,0,3,2,1,2,3,4,3,2,15,19,7,2,11,5,11,14,4,2,0,7,54,0,3,3,5,2,6,4,7,10,1,3,64,44,4,3,16,23,1,5,8,6,2,1,13,44,28,5,5,3,4
NYBx4sdSVrN-I5Q8RfLMPg,San Carlos Bay Seafood Restaurant,High,-0.098075286,-0.020923408,4,8,1,3,9,4,2,2,2,3,14,5,3,19,1,3,1,1,2,0,2,4,2,5,0,6,8,0,6,1,4,13,6,7,3,3,8,13,0,1,4,1,11,3,0,3,2,9,3,4,3,8,2,3,18,24,3,1,10,4,15,12,7,5,1,3,28,2,2,1,5,5,6,3,2,2,2,3,55,39,5,19,19,23,4,4,12,17,0,2,32,40,20,6,1,4,4
shlAd7PLzWlQrkQ0uYcBBg,Thai Basil,High,-0.096674051,-0.034325394,2,0,0,4,7,3,2,1,6,0,6,3,0,25,4,1,2,1,3,0,3,2,0,1,6,4,14,3,10,0,3,6,4,4,4,1,8,15,1,6,4,1,11,6,4,1,3,5,3,10,4,5,3,1,13,15,11,1,16,5,16,7,7,4,2,4,41,1,6,1,1,5,2,10,1,4,3,2,61,47,1,3,15,26,1,3,9,10,0,2,22,50,20,16,2,5,4
TisnIBR2lMvT1DMC95_eHg,Paradise Bakery & Cafe,High,-0.109618511,0.041128436,2,0,0,4,4,3,1,0,4,5,8,8,2,20,7,5,0,1,1,1,2,4,2,3,0,3,7,3,13,4,1,6,3,6,6,4,5,8,0,3,1,2,4,3,0,0,4,13,0,3,1,6,4,4,19,17,1,2,21,6,15,13,8,11,0,6,36,1,0,1,4,11,4,12,3,6,0,3,74,18,1,6,19,28,2,13,11,20,1,2,16,53,17,0,6,6,4
0hZLn2MG_mRPoyrt66JnLQ,Lucky Lou's,High,-0.10253208,-0.004123018,1,2,1,4,5,2,2,1,6,4,4,11,3,29,0,4,5,0,3,2,2,2,0,2,6,3,6,3,25,2,3,1,1,4,10,2,2,6,2,4,5,2,6,3,0,1,0,8,0,4,1,11,2,1,19,16,0,0,16,10,11,15,3,7,0,4,39,2,1,0,5,13,6,10,2,15,3,2,52,32,0,4,15,35,0,6,5,18,1,2,24,57,19,0,5,4,4
6TWRuHn24DL6vnW8Uyu4Vw,Chipotle,High,-0.10668737,0.06913397,2,1,1,1,3,0,0,0,2,3,10,2,6,12,7,6,1,1,0,0,2,2,3,0,2,2,9,2,17,1,3,14,9,2,12,0,4,12,6,4,2,1,13,1,0,2,2,16,2,2,2,10,3,3,18,24,4,0,25,3,14,9,2,3,0,5,34,1,0,2,1,12,3,21,3,11,2,1,61,39,3,2,13,36,1,6,9,19,1,2,24,36,13,1,5,4,4
7iFL3b8m4PT0kxosv-SB_A,Ray's Pizza,High,-0.121957468,0.035091618,0,4,0,2,2,0,1,0,10,5,3,9,3,30,0,1,0,0,6,1,1,7,0,3,0,1,5,2,21,0,3,5,12,4,5,0,7,6,2,3,4,0,10,8,1,0,2,10,2,5,1,8,5,1,19,13,13,2,18,6,12,11,7,3,0,6,59,4,4,1,3,6,3,11,10,6,0,3,56,8,2,7,10,31,4,9,9,20,0,3,8,52,20,4,9,0,4
xM5F0cLAlKWoB8rOgt5ZOw,Chipotle Mexican Grill,High,-0.100891899,0.096775507,0,3,0,2,7,5,0,1,3,0,10,3,8,19,8,1,2,0,1,1,4,5,0,2,1,3,3,3,12,0,1,14,5,2,10,2,5,5,3,2,2,1,16,1,1,2,4,16,4,0,2,8,1,6,15,19,8,0,24,5,14,11,3,0,1,2,31,3,0,1,3,13,10,19,4,10,0,3,61,35,1,6,16,33,2,5,5,15,2,2,22,38,12,4,6,6,4
xfZhTtsYzY95B4IG0FHXSA,Thrive Acai Bowls & Smoothies,High,-0.089459674,-0.031869648,1,4,1,3,10,3,0,1,5,3,1,5,0,13,0,0,0,2,1,2,4,10,3,6,1,3,17,5,9,0,3,11,6,1,4,2,12,18,0,6,2,1,5,0,0,3,2,5,0,13,2,9,0,7,21,21,5,3,10,4,20,9,6,6,0,5,26,4,2,1,2,11,8,0,7,5,0,0,65,3,3,8,20,27,3,4,16,21,2,5,23,46,24,2,6,7,4
JW6fDZOuUKtJyZGeldh0xA,Chestnut Lane,High,-0.090518095,-0.03143671,1,9,1,3,8,1,0,0,2,2,0,6,0,14,0,0,0,2,1,5,2,3,1,1,0,8,8,5,10,0,0,23,17,2,4,1,12,11,0,3,2,0,2,8,1,4,2,10,3,6,5,8,3,4,20,17,4,4,15,3,19,15,4,14,1,6,17,0,5,2,7,6,4,7,7,3,2,0,60,13,2,8,15,33,3,25,14,11,0,4,13,35,27,7,5,2,4
1xu5wFd0TeBg6xNBiRtknw,Dolce Espresso Video Coffee Bar,High,-0.103590934,-0.024543816,0,1,0,0,3,4,0,2,4,2,5,14,1,19,2,7,1,1,1,3,3,4,1,2,0,2,17,1,12,3,2,1,9,6,6,1,15,19,0,1,5,1,4,4,0,3,13,13,2,3,2,0,1,2,13,10,3,0,14,3,29,7,7,4,0,5,29,2,9,2,4,9,5,4,8,6,1,2,52,3,0,7,19,25,4,2,16,29,1,3,20,41,38,4,7,7,4
T8uhdmJgewM7htInfxa1dA,NY Bagels and Deli,High,-0.107850282,0.034765206,1,3,1,0,8,4,0,2,11,5,10,3,5,21,2,2,2,1,3,3,5,6,1,2,0,5,10,1,11,2,3,6,4,3,5,3,6,12,2,0,2,1,11,4,5,2,5,5,3,5,1,11,4,2,16,32,6,2,11,0,9,14,6,5,0,6,26,3,3,1,4,7,5,4,3,2,1,2,59,8,4,4,17,34,2,9,13,17,1,0,18,50,30,2,6,4,4
Ta-fY1c_E8qHBBDQGyxPkg,Bistro 24,High,-0.115573909,-0.055713562,1,14,1,2,6,2,0,0,9,1,6,10,0,17,0,3,7,2,2,0,3,7,4,4,3,9,5,2,21,0,2,4,4,3,3,0,8,8,1,2,1,0,9,7,0,1,2,6,3,2,1,7,1,0,11,13,2,0,13,0,10,7,11,1,2,7,49,1,4,4,5,8,5,3,9,4,0,3,75,18,4,12,12,30,0,15,7,22,2,2,27,40,15,3,6,1,4
ZOROJ4IV6V2sEAmh0v-w2A,Tortas Paquime,High,-0.077401776,0.074425,1,2,1,2,14,3,1,3,6,0,5,7,13,26,4,4,3,0,4,4,0,8,1,6,0,1,5,3,15,2,5,14,9,1,7,1,10,7,2,4,3,0,6,1,2,0,1,8,5,5,4,5,4,1,21,10,6,2,3,5,11,12,13,6,0,7,35,2,2,0,8,10,4,1,0,5,2,2,48,13,2,5,20,32,2,3,8,18,0,4,19,41,31,8,4,3,4
RoXpniL8AtWwnIzvY2XUXw,Taste of Italy,High,-0.118854676,0.030321935,0,3,0,1,1,2,3,1,12,3,4,3,5,37,0,3,4,1,5,1,0,13,0,1,5,0,8,0,28,2,2,3,6,2,10,2,15,11,1,0,2,0,12,2,5,1,0,10,2,2,2,4,4,0,23,7,11,0,17,1,11,8,6,1,0,1,33,1,1,1,2,11,3,9,3,4,1,3,52,16,1,9,13,42,5,3,9,14,0,3,11,53,30,2,10,2,4
mQUC-ATrFuMQSaDQb93Pug,Cracker Barrel,High,-0.12252726,0.049233007,0,2,0,2,4,0,1,1,5,2,7,2,1,22,9,4,1,0,1,0,3,3,0,3,0,0,4,2,12,2,4,1,6,3,9,1,17,6,4,0,2,5,7,3,0,2,2,18,3,2,3,9,1,1,21,23,0,1,12,10,21,16,7,5,0,10,32,0,1,4,1,12,6,10,1,4,0,2,49,30,3,4,22,32,4,5,8,23,1,2,17,50,18,1,3,4,4
