caseid,dAge,dAncstry1,dAncstry2,cat_Avail,cat_Citizen,cat_Class,dDepart,cat_Disabl1,cat_Disabl2,cat_English,cat_Feb55,cat_Fertil,dHispanic,dHour89,dHours,cat_Immigr,dIncome1,dIncome2,dIncome3,dIncome4,dIncome5,dIncome6,dIncome7,dIncome8,dIndustry,cat_Korean,cat_Lang1,cat_Looking,cat_Marital,cat_May75880,cat_Means,cat_Military,cat_Mobility,cat_Mobillim,dOccup,cat_Othrserv,cat_Perscare,dPOB,dPoverty,dPwgt1,cat_Ragechld,dRearning,cat_Relat1,cat_Relat2,cat_Remplpar,cat_Riders,cat_Rlabor,cat_Rownchld,dRpincome,cat_RPOB,cat_Rrelchld,cat_Rspouse,cat_Rvetserv,cat_School,cat_Sept80,cat_Sex,cat_Subfam1,cat_Subfam2,cat_Tmpabsnt,dTravtime,cat_Vietnam,dWeek89,cat_Work89,cat_Worklwk,cat_WWII,cat_Yearsch,cat_Yearwrk,dYrsserv
12047,2,11,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,4,1,2,0,0,2,0,1,2,0,0,2,0,222,0,6,1,0,10,1,6,0,2,0,0,0,0,3,0,0,0,2,2,0,8,7,0
12048,4,1,1,0,4,1,0,2,2,0,0,3,0,2,0,9,2,0,0,0,0,0,0,0,8,0,2,2,0,0,0,4,1,2,1,0,2,4,2,1,1,3,1,0,0,0,6,0,3,52,0,1,0,1,0,1,0,0,3,0,0,1,1,2,0,13,2,0
12049,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,1,0,0,2,0,111,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0
12050,6,1,1,0,0,0,0,2,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,0,0,4,2,2,0,0,2,0,1,0,4,0,0,0,0,0,6,0,2,10,0,4,0,1,0,1,0,0,3,0,0,0,2,2,0,6,5,0
12051,4,1,1,4,0,5,0,2,2,0,0,4,0,3,0,0,1,0,0,1,0,0,1,0,10,0,2,1,0,0,0,4,1,2,2,0,2,0,2,2,2,2,1,0,0,0,3,0,2,21,0,1,0,1,0,1,0,0,3,0,0,1,1,2,0,11,2,0
12052,5,1,1,0,0,1,2,2,2,0,0,0,0,5,5,0,3,0,0,1,0,0,0,0,6,0,2,0,2,0,1,4,2,2,6,0,2,0,2,1,0,4,0,0,0,1,1,0,4,10,0,4,0,1,0,0,0,0,0,4,0,2,1,1,0,10,1,0
12053,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,1,1,4,0,3,0,212,0,0,1,0,10,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
12054,5,3,1,0,4,1,3,2,2,1,0,3,6,3,3,7,2,0,0,1,0,0,0,0,8,0,1,0,0,0,1,4,2,2,2,0,2,4,2,1,2,3,1,0,0,1,1,0,3,52,0,1,0,1,0,1,0,0,0,5,0,2,1,1,0,11,1,0
12055,3,1,1,0,0,1,1,2,2,0,0,1,0,3,3,0,2,0,0,0,0,0,0,0,5,0,2,0,4,0,7,4,2,2,1,0,2,0,2,2,4,3,0,0,0,0,1,0,3,10,0,6,0,1,0,1,0,0,0,4,0,2,1,1,0,14,1,0
12056,3,1,1,0,0,1,3,2,2,0,0,0,0,4,4,0,2,0,0,1,0,0,0,0,6,0,2,0,4,0,1,4,1,2,3,0,2,0,2,1,0,3,2,0,0,2,1,0,3,10,0,6,0,1,0,0,0,0,0,1,0,2,1,0,0,14,1,0
12057,5,1,2,0,0,3,3,2,2,0,0,0,0,3,5,0,3,0,0,1,0,0,0,0,9,0,2,0,0,0,1,4,1,2,1,0,2,0,2,1,0,4,0,0,0,2,1,0,4,10,0,1,0,1,0,0,0,0,0,1,0,2,1,1,0,15,1,0
12058,4,11,1,4,0,1,0,1,2,0,0,1,0,2,0,0,1,0,0,1,0,0,0,0,9,0,2,1,4,0,0,4,1,2,2,0,2,0,2,1,4,2,0,0,0,0,3,0,2,21,0,6,0,1,0,1,0,0,1,0,0,1,1,2,0,14,2,0
12059,4,1,2,0,0,1,5,2,2,0,0,7,0,3,5,0,2,0,0,0,0,0,0,0,4,0,2,0,0,0,1,4,2,2,6,0,2,0,2,1,3,3,1,0,0,1,1,0,3,10,0,1,0,1,0,1,0,0,0,3,0,2,1,1,0,11,1,0
12060,1,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,4,0,2,0,112,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0
12061,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,0,0,2,0,111,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0
12062,6,0,1,0,0,1,0,1,1,0,0,6,0,3,0,0,1,0,0,0,1,0,0,0,7,0,2,2,0,0,0,4,2,2,2,0,2,0,2,1,4,2,1,0,0,0,6,0,2,10,0,1,0,1,0,1,0,0,3,0,0,1,1,0,0,6,2,0
12063,6,1,2,0,0,1,0,2,2,0,0,0,0,3,0,0,2,0,0,0,1,0,1,0,4,0,2,2,2,0,0,3,1,2,2,0,2,0,2,0,0,3,0,0,0,0,6,0,3,10,0,4,0,1,0,0,0,0,3,0,0,1,1,2,0,10,2,0
12064,2,1,1,0,0,1,5,2,2,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,7,0,2,0,4,0,1,4,1,2,2,0,2,0,2,1,4,2,2,0,121,1,1,1,2,10,1,6,0,2,0,1,0,0,0,5,0,1,1,1,0,8,1,0
12065,3,1,1,0,4,1,3,2,2,0,0,1,0,3,1,2,1,0,0,1,0,0,0,0,7,0,2,0,4,0,1,4,2,2,3,0,2,2,2,1,4,2,8,0,0,1,1,0,2,52,0,6,0,1,0,1,0,0,0,2,0,1,1,1,0,12,1,0
12066,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,1,1,4,0,2,0,223,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,5,0,0
12067,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,3,4,0,2,0,222,0,0,1,0,10,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
12068,3,2,1,0,0,1,5,2,2,0,0,0,0,3,3,0,3,0,0,1,0,0,0,0,5,0,2,0,0,0,1,4,2,2,5,0,2,0,2,0,0,4,0,0,0,1,1,0,4,10,0,1,0,1,0,0,0,0,0,5,0,2,1,1,0,12,1,0
12069,2,1,1,0,0,1,5,2,2,0,0,1,0,3,4,0,1,0,0,0,0,0,0,0,4,0,2,0,4,0,1,4,2,2,6,0,2,0,2,1,4,2,3,0,0,1,1,0,2,10,0,6,0,2,0,1,0,0,0,4,0,1,1,1,0,7,1,0
12070,3,11,1,0,0,1,2,2,2,0,0,0,0,2,5,0,2,0,0,0,0,0,0,0,3,0,2,0,0,0,1,4,2,2,5,0,2,0,2,2,0,3,1,0,0,1,1,0,3,10,0,1,0,1,0,0,0,0,0,4,0,2,1,1,0,11,1,0
12071,3,6,1,0,4,0,0,2,2,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,4,2,2,0,0,2,3,2,1,3,0,1,0,0,0,6,0,0,52,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,10,7,0
12072,5,0,1,0,0,1,3,2,2,0,0,2,0,3,3,0,2,0,0,0,0,0,0,0,4,0,2,0,0,0,1,4,1,2,1,0,2,0,2,1,4,3,1,0,0,1,1,0,3,10,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,10,1,0
12073,4,9,1,4,3,1,0,2,2,0,0,3,0,3,0,5,1,0,0,0,0,0,0,0,4,0,2,1,0,0,0,4,2,2,5,0,2,3,2,0,2,2,1,0,0,0,3,0,2,51,0,1,0,1,0,1,0,0,1,0,0,1,1,2,0,10,2,0
12074,7,11,1,0,0,0,0,2,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,4,1,2,0,0,2,0,2,1,4,0,5,0,0,0,6,0,0,10,0,3,0,1,0,1,0,0,3,0,0,0,2,2,0,7,6,0
12075,7,0,1,0,0,1,5,2,2,0,0,2,0,4,4,0,2,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,2,2,3,0,2,0,2,1,4,3,1,0,0,1,1,0,3,21,0,1,0,1,0,1,0,0,0,3,0,1,1,1,0,10,1,0
12076,4,2,1,0,0,1,4,2,2,0,0,1,0,2,3,0,2,0,0,0,0,0,0,0,8,0,2,0,4,0,1,4,2,2,2,0,2,0,2,2,4,3,0,0,0,2,1,0,3,23,0,6,0,1,0,1,0,0,0,1,0,1,1,1,0,11,1,0
12077,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,134,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0
12078,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,1,1,0,0,2,0,222,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0
12079,4,1,2,0,0,1,4,2,2,0,0,1,0,3,3,0,3,0,0,1,0,0,0,0,8,0,2,0,0,0,1,4,1,2,1,0,2,0,2,1,4,4,1,0,0,1,1,0,4,21,0,1,0,1,0,1,0,0,0,5,0,2,1,1,0,10,1,0
12080,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,4,0,2,0,221,0,0,1,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12081,4,11,1,0,0,1,3,2,2,0,0,0,0,3,3,0,2,0,0,0,0,0,0,0,4,0,2,0,4,0,1,4,1,2,6,0,2,0,2,0,0,3,2,0,0,1,1,0,3,10,0,6,0,1,0,0,0,0,0,5,0,2,1,1,0,12,1,0
12082,3,1,2,0,0,1,5,2,2,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,7,0,2,0,4,0,1,4,1,2,3,0,2,0,2,1,4,2,2,0,0,1,1,0,2,10,0,6,0,3,0,1,0,0,0,4,0,1,1,1,0,11,1,0
12083,3,11,1,0,0,1,4,2,2,0,0,2,0,3,2,0,1,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,1,2,2,0,2,0,2,2,1,2,1,0,0,1,1,0,2,10,0,1,0,1,0,1,0,0,0,1,0,2,1,1,0,10,1,0
12084,7,11,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,4,1,2,0,0,2,0,2,1,4,0,1,0,0,0,6,0,2,21,0,1,0,3,0,1,0,0,3,0,0,0,2,2,0,10,6,0
12085,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,0,0,0,3,0,111,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0
12086,6,1,1,0,0,1,4,2,2,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,8,1,2,0,0,0,1,2,1,2,1,0,2,0,2,3,0,4,0,0,0,1,1,0,4,23,0,1,8,1,0,0,0,0,0,5,0,2,1,1,0,13,1,1
12087,7,11,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,4,1,1,0,0,1,0,2,2,4,0,1,0,0,0,6,0,2,21,0,1,0,1,0,1,0,0,0,0,0,0,2,2,0,5,7,0
12088,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,2,0,0,2,0,112,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0
12089,3,11,1,0,0,1,0,2,2,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,7,0,2,2,4,0,0,4,2,2,3,0,2,0,2,2,0,3,13,0,0,0,6,0,3,10,0,6,0,2,0,0,0,0,3,0,0,1,1,2,0,7,2,0
12090,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,2,4,0,2,0,221,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,5,0,0
12091,5,1,2,0,0,6,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,2,2,0,0,0,2,2,2,6,0,2,0,2,2,0,0,1,0,0,0,6,0,2,10,0,1,4,1,0,0,0,0,3,0,1,0,2,2,0,13,1,1
12092,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,111,0,0,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12093,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,2,4,0,6,0,0,0,0,0,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,2,0,1,0,0
12094,4,1,1,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,2,2,0,0,2,0,2,1,1,0,1,0,0,0,6,0,0,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,9,5,0
12095,7,11,1,0,0,0,0,2,2,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,4,1,2,0,0,2,0,2,1,4,0,1,0,0,0,6,0,2,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,5,6,0
12096,6,0,1,0,0,5,2,1,2,0,0,0,0,3,3,0,2,0,0,0,0,0,0,0,10,0,2,0,0,0,1,2,2,2,2,0,2,0,2,1,0,3,1,0,0,1,1,0,3,23,0,1,4,1,0,0,0,0,0,3,1,2,1,1,0,11,1,2
12097,5,11,2,0,0,1,0,2,2,0,0,0,0,4,0,0,1,0,0,1,0,0,0,1,4,0,2,2,0,0,0,4,1,2,6,0,2,0,2,0,0,2,0,0,0,0,3,0,3,10,0,1,0,1,0,0,0,0,1,0,0,1,1,2,0,7,1,0
12098,6,11,1,0,0,1,3,2,2,0,0,0,0,3,3,0,2,0,0,0,0,0,0,0,7,0,2,0,0,0,1,4,1,2,6,0,2,0,2,1,0,3,0,0,0,2,1,0,3,21,0,1,0,1,0,0,0,0,0,4,0,1,1,1,0,8,1,0
12099,5,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,4,0,0,4,1,2,0,0,2,0,1,1,0,0,2,0,0,0,6,0,2,10,0,6,0,1,0,0,0,0,3,0,0,0,2,2,0,5,7,0
12100,7,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,2,0,0,0,2,1,2,0,0,2,0,2,0,0,0,0,0,0,0,6,0,3,10,0,1,10,1,0,0,0,0,3,0,0,0,2,2,1,5,6,1
12101,2,1,2,0,0,1,5,2,2,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,7,0,2,0,0,0,1,4,2,2,2,0,2,0,2,1,4,2,6,0,0,1,1,0,2,10,0,2,0,2,0,1,0,0,0,2,0,1,1,1,0,11,1,0
12102,3,1,1,0,0,1,3,2,2,0,0,0,0,3,4,0,2,0,0,0,0,0,0,0,6,0,2,0,0,0,1,4,2,2,2,0,2,0,2,1,0,3,0,0,0,2,1,0,3,21,0,1,0,1,0,0,0,0,0,4,0,2,1,1,0,10,1,0
12103,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,2,4,0,2,0,121,0,0,1,0,10,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
12104,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,4,0,0,0,2,2,0,0,2,0,1,1,4,0,2,0,111,0,0,1,2,10,1,6,0,2,0,1,0,0,0,0,0,0,0,1,0,5,0,0
12105,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,1,0,4,0,2,0,112,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,2,0,5,0,0
12106,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,121,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0
12107,3,3,1,0,4,1,2,2,2,4,0,3,0,3,3,3,1,0,0,0,0,0,0,0,4,0,1,0,0,0,1,4,2,2,6,0,1,4,2,1,2,2,1,0,0,2,1,0,2,52,0,1,0,1,0,1,0,0,0,4,0,2,1,1,0,5,1,0
12108,4,1,2,0,0,7,2,2,2,0,0,0,0,5,5,0,1,0,0,0,0,0,0,0,1,0,2,0,4,0,10,4,1,2,4,0,2,0,2,1,0,2,2,0,0,0,1,0,2,10,0,6,0,1,0,0,0,0,0,1,0,2,1,1,0,14,1,0
12109,2,1,2,0,0,1,2,2,2,0,0,0,0,3,3,0,2,0,0,1,0,0,0,0,8,0,2,0,4,0,2,4,1,2,5,0,2,0,2,0,0,3,2,0,0,0,1,0,4,10,0,6,0,1,0,0,0,0,0,6,0,2,1,1,0,10,1,0
12110,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,3,4,0,2,0,111,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,2,0,5,0,0
12111,3,9,1,0,0,1,3,2,2,0,0,0,0,4,3,0,2,0,0,0,0,0,0,0,7,0,2,0,4,0,1,4,1,2,1,0,2,0,2,2,0,3,2,0,0,1,1,0,3,10,0,6,0,1,0,0,0,0,0,6,0,2,1,1,0,11,1,0
12112,2,1,2,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,4,0,0,4,1,2,0,0,2,0,2,1,4,0,2,0,111,0,6,1,2,10,1,6,0,2,0,1,0,0,0,0,0,0,2,0,0,7,7,0
12113,3,0,1,0,0,1,2,2,2,0,0,0,0,5,3,0,2,0,0,0,0,0,0,0,4,0,2,0,4,0,1,4,2,2,5,0,2,0,2,1,0,3,2,0,0,1,1,0,3,10,0,6,0,1,0,0,0,0,0,3,0,2,1,0,0,10,1,0
12114,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,1,0,0,2,0,111,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,5,0,0
12115,4,11,1,0,0,1,3,2,2,0,0,4,0,3,5,0,1,0,0,0,0,0,0,0,8,0,2,0,0,0,1,4,2,2,2,0,2,0,2,1,2,2,1,0,0,1,1,0,2,10,0,1,0,3,0,1,0,0,0,2,0,2,1,1,0,10,1,0
12116,1,3,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,223,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0
12117,3,11,1,0,0,4,5,2,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,9,0,2,0,4,0,10,4,2,2,2,0,2,0,0,1,0,2,13,0,0,0,1,0,2,23,0,6,0,2,0,0,0,0,0,1,0,1,1,1,0,11,1,0
12118,4,11,1,0,0,1,5,2,2,3,0,1,0,1,1,0,2,0,0,0,0,0,0,0,9,0,1,0,0,0,1,4,2,2,2,0,2,0,2,1,2,3,1,0,0,1,1,0,3,10,0,1,0,2,0,1,0,0,0,6,0,1,1,1,0,12,1,0
12119,4,3,1,0,1,0,0,1,1,4,0,0,2,0,0,6,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,4,1,1,0,0,1,1,1,1,0,0,1,0,0,0,6,0,2,31,0,1,0,1,0,0,0,0,3,0,0,0,2,2,0,5,7,0
12120,2,11,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,4,1,2,0,0,2,0,2,0,0,0,2,0,0,0,6,0,0,10,0,6,0,2,0,0,0,0,3,0,0,0,2,2,0,8,7,0
12121,3,11,1,0,0,1,3,2,2,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,7,0,2,0,0,0,1,4,2,2,5,0,2,0,2,1,0,2,0,0,0,2,1,0,2,10,0,1,0,1,0,0,0,0,0,3,0,2,1,1,0,10,1,0
12122,6,3,1,0,0,5,3,2,2,1,0,3,0,3,3,0,2,0,0,1,0,0,0,0,10,0,1,0,0,0,1,4,1,2,2,0,2,0,2,1,4,3,1,0,0,1,1,0,3,23,0,1,0,1,0,1,0,0,0,2,0,2,1,1,0,10,1,0
12123,6,1,1,0,0,0,0,2,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,1,2,0,0,2,0,2,2,4,0,1,0,0,0,6,0,0,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,11,6,0
12124,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,111,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0
12125,7,1,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,4,0,0,4,2,1,0,0,1,0,0,1,4,0,12,0,0,0,6,0,2,10,0,6,0,1,0,1,0,0,3,0,0,0,2,2,0,10,5,0
12126,7,1,2,0,0,8,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,4,1,2,4,0,2,0,2,2,0,0,0,0,0,0,6,0,2,24,0,1,0,1,0,0,0,0,0,0,0,0,2,1,0,5,4,0
12127,6,11,1,0,0,1,2,2,2,0,0,8,0,3,3,0,3,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,1,2,1,0,2,0,2,1,4,4,1,0,0,1,1,0,4,21,0,1,0,1,0,1,0,0,0,2,0,2,1,1,0,11,1,0
12128,3,1,12,0,0,1,4,2,2,0,0,0,0,4,4,0,2,0,0,0,0,0,0,0,8,0,2,0,4,0,1,4,2,2,3,0,2,0,2,1,0,3,0,0,0,1,1,0,3,23,0,6,0,1,0,0,0,0,0,1,0,2,1,1,0,10,1,0
12129,3,1,2,0,0,1,5,2,2,0,0,1,0,2,2,0,1,0,0,0,0,0,0,0,7,0,2,0,4,0,1,4,2,2,6,0,2,0,2,1,4,2,8,0,0,1,1,0,2,24,0,6,0,3,0,1,0,0,0,1,0,1,1,1,0,11,1,0
12130,5,1,1,0,0,1,3,1,2,0,0,6,0,1,5,0,1,0,0,0,0,0,0,0,7,0,2,0,0,0,1,4,1,2,3,0,1,0,1,2,2,2,1,0,0,1,1,0,2,10,0,1,0,1,0,1,0,0,0,2,0,2,1,1,0,5,1,0
12131,4,1,2,0,0,1,1,2,2,0,0,0,0,5,5,0,3,0,0,1,0,0,0,0,4,0,2,0,0,0,1,4,1,2,6,0,2,0,2,1,0,4,0,0,0,1,1,0,4,10,0,1,0,1,0,0,0,0,0,2,0,2,1,1,0,12,1,0
12132,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,111,0,0,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12133,6,11,1,0,0,1,5,2,2,0,0,2,0,1,1,0,1,0,0,1,1,0,1,0,7,0,2,0,1,0,1,4,1,2,3,0,2,0,2,1,4,2,0,0,0,1,1,0,3,10,0,3,0,1,0,1,0,0,0,3,0,1,1,1,0,8,1,0
12134,5,11,12,0,0,1,4,2,2,0,0,3,0,1,1,0,1,1,0,1,0,0,0,1,8,0,2,0,3,0,1,4,1,2,2,0,2,0,2,1,2,2,0,0,0,1,1,0,3,10,0,5,0,1,0,1,0,0,0,3,0,1,1,1,0,13,1,0
12135,5,2,1,0,0,1,3,2,2,0,0,3,0,3,3,0,1,0,0,0,0,0,0,0,7,0,2,0,0,0,1,4,2,2,2,0,1,0,2,1,2,2,1,0,0,1,1,0,2,10,0,1,0,1,0,1,0,0,0,4,0,2,1,1,0,10,1,0
12136,4,1,1,0,0,1,3,2,2,0,0,0,0,4,4,0,2,0,0,1,0,0,0,0,5,0,2,0,4,0,1,4,1,2,2,0,2,0,2,0,0,3,0,0,0,1,1,0,3,10,0,6,0,1,0,0,0,0,0,4,0,2,1,1,0,14,1,0
12137,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,0,0,2,0,121,0,0,1,0,10,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0
12138,4,0,1,0,0,1,2,2,2,0,0,0,0,3,3,0,3,0,0,1,0,0,0,0,3,0,2,0,0,0,1,4,1,2,1,0,2,0,2,2,0,4,0,0,0,1,1,0,4,10,0,1,0,1,0,0,0,0,0,5,0,2,1,1,0,11,1,0
12139,7,1,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,4,2,1,0,0,1,0,2,2,4,0,1,0,0,0,6,0,2,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,10,6,0
12140,3,3,1,0,0,1,5,2,2,0,0,0,1,3,3,0,2,0,0,0,0,0,0,0,8,0,2,0,4,0,1,4,2,2,3,0,2,0,2,1,0,3,10,0,0,1,1,0,3,10,0,6,0,1,0,0,0,0,0,5,0,2,1,1,0,11,1,0
12141,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,4,0,2,0,212,0,0,1,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12142,5,11,1,0,0,1,3,2,2,0,0,0,0,3,3,0,3,0,0,1,0,0,0,0,8,0,2,0,0,0,5,3,1,2,1,0,2,0,2,1,0,4,0,0,0,0,1,0,4,10,0,1,0,1,0,0,0,0,0,6,0,2,1,1,0,14,1,0
12143,4,2,1,0,0,1,3,2,2,1,0,4,0,3,3,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,1,4,2,2,2,0,2,0,2,1,3,2,1,0,0,1,1,0,2,10,0,1,0,1,0,1,0,0,0,5,0,2,1,1,0,12,1,0
