communityname,state,countyCode,communityCode,fold,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,OwnOccQrange,RentLowQ,RentMedian,RentHighQ,RentQrange,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwornFT,LemasSwFTPerPop,LemasSwFTFieldOps,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,RacialMatchCommPol,PctPolicWhite,PctPolicBlack,PctPolicHisp,PctPolicAsian,PctPolicMinor,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,LandArea,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop,murders,murdPerPop,rapes,rapesPerPop,robberies,robbbPerPop,assaults,assaultPerPop,burglaries,burglPerPop,larcenies,larcPerPop,autoTheft,autoTheftPerPop,arsons,arsonsPerPop,ViolentCrimesPerPop,nonViolPerPop
cat772.0,cat0.0,155.0,61940.0,4.0,16322.0,2.52,0.14,97.84,0.5,2.4,14.78,27.86,13.49,12.55,0.0,0.0,23220.0,71.65,0.78,38.41,30.64,11.92,16.52,29546.0,11545.0,11506.0,14272.0,11706.0,16588.0,12092.0,9961.0,2535.0,15.71,7.52,24.5,11.28,12.21,57.4,35.12,21.51,27.9,18.17,10.88,27.29,15.34,13.34,3.07,67.29,66.12,70.36,75.43,60.8,70.73,505.0,3.54,212.0,6.13,6.13,17.92,17.92,0.08,0.08,0.23,0.23,96.09,0.59,3.95,2.69,2.5,2.66,2.23,67.49,1.47,44.7,3.0,239.0,96.44,63.52,1.26,45.19,1945.0,7.13,0.16,28500.0,38000.0,51800.0,23300.0,223.0,293.0,366.0,143.0,361.0,25.6,16.5,13.0,0.0,0.0,1.3,85.96,56.49,86.26,94.15,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,5.0,3241.1,0.0,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,0.0,0.0,8.0,70.29,5.0,29.92,77.0,460.77,112.0,670.22,431.0,2579.14,32.0,191.49,7.0,41.89,46.52,3482.74
cat773.0,cat17.0,31.0,47600.0,4.0,16543.0,2.1,8.12,91.25,0.4,1.03,7.94,15.9,7.56,31.81,16548.0,100.0,23630.0,51.31,1.02,51.85,53.17,7.36,32.24,29015.0,14501.0,15262.0,5866.0,0.0,16211.0,10095.0,13828.0,2286.0,14.01,5.99,20.63,18.03,6.83,40.35,10.6,19.85,10.32,25.62,11.09,20.04,12.54,11.88,2.56,64.76,60.17,77.63,72.27,69.15,75.37,358.0,2.28,812.0,13.92,16.26,19.09,24.38,0.68,0.8,0.94,1.2,94.46,0.4,2.06,1.33,2.08,2.05,2.14,69.21,1.79,64.27,2.0,3604.0,68.6,70.17,0.44,15.59,1973.0,6.27,0.22,53900.0,72700.0,99400.0,45500.0,252.0,361.0,473.0,221.0,455.0,30.5,25.1,12.7,6.0,0.0,4.91,21.73,49.19,71.69,79.61,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,15.2,1089.5,0.0,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,2.0,11.08,7.0,38.78,25.0,138.51,67.0,371.21,228.0,1263.23,552.0,3058.34,81.0,448.78,0.0,0.0,559.59,4770.35
cat774.0,cat14.0,1.0,18500.0,4.0,65585.0,2.72,6.57,86.75,3.94,7.69,13.01,28.95,13.89,10.16,65585.0,100.0,43832.0,83.63,0.4,49.41,23.55,3.98,14.1,51144.0,19300.0,20370.0,13148.0,15530.0,12004.0,9045.0,10780.0,3599.0,5.76,10.08,23.53,26.92,5.4,67.83,26.36,21.14,13.42,30.5,8.75,34.16,11.04,9.92,3.16,78.27,74.79,86.0,84.1,60.18,69.09,1272.0,2.97,9838.0,17.87,30.54,38.32,48.44,2.68,4.58,5.75,7.27,79.61,4.76,5.28,3.68,2.6,2.74,2.39,63.38,4.06,49.73,3.0,1856.0,92.85,60.09,1.19,37.28,1964.0,2.26,0.66,156600.0,190300.0,238800.0,82200.0,425.0,589.0,729.0,304.0,693.0,26.5,24.0,14.5,65.0,41.0,15.0,43.88,52.6,76.88,79.44,135.0,208.74,105.0,162.35,106698.0,164975.59,790.4,208.7,74.59,68.51,3.87,2.21,0.0,5.52,28.0,10.0,161.9,43.6,1502.8,2.4,54.0,1.3416895E7,77.78,0.0,20.74,207451.0,1.0,1.55,12.0,18.55,71.0,109.78,88.0,136.06,546.0,844.22,2405.0,3718.59,401.0,620.02,12.0,18.55,265.95,5201.39
cat775.0,cat22.0,31.0,47600.0,4.0,16581.0,2.37,29.65,68.18,1.47,0.68,14.05,25.8,13.25,15.8,0.0,0.0,21011.0,73.07,0.32,27.32,31.83,9.82,14.83,26721.0,11672.0,13903.0,7184.0,7577.0,3794.0,4059.0,9092.0,3047.0,18.55,18.6,40.25,12.41,6.12,60.68,45.96,16.01,35.89,17.86,12.89,28.99,16.96,15.12,2.91,56.53,51.02,62.69,62.07,63.71,72.53,1005.0,6.78,343.0,12.83,34.11,44.61,65.31,0.27,0.71,0.92,1.35,95.6,1.4,3.45,2.33,2.36,2.3,2.43,50.22,3.36,56.29,2.0,501.0,93.31,51.57,2.79,51.5,1961.0,13.7,0.36,32700.0,47900.0,70900.0,38200.0,171.0,239.0,289.0,118.0,353.0,24.3,17.9,12.8,17.0,0.0,2.07,76.45,56.06,84.64,90.48,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,12.4,1334.2,0.3,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,2.0,10.6,9.0,47.69,49.0,259.63,131.0,694.11,443.0,2347.27,968.0,5129.02,72.0,381.5,8.0,42.39,1012.03,7900.17
cat776.0,cat0.0,49.0,56160.0,4.0,11511.0,2.75,1.48,97.16,0.48,1.36,14.78,26.35,12.8,8.7,5794.0,50.33,43937.0,83.68,1.65,52.41,22.19,3.92,21.45,48647.0,17355.0,17476.0,15225.0,9357.0,6285.0,41900.0,13822.0,433.0,3.77,4.83,14.9,16.83,5.94,63.95,32.24,22.3,18.49,25.01,7.83,24.96,10.05,8.96,3.11,83.62,81.64,85.84,80.61,53.45,62.6,116.0,1.37,244.0,0.0,2.87,6.56,11.07,0.0,0.06,0.14,0.23,96.12,0.89,3.52,2.87,2.75,2.84,2.1,89.87,1.36,27.54,3.0,123.0,97.15,86.77,0.81,44.72,1970.0,0.43,0.16,55800.0,67800.0,82700.0,26900.0,364.0,404.0,446.0,82.0,468.0,16.8,14.0,12.7,0.0,0.0,2.12,80.51,61.07,92.24,96.12,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,37.0,311.3,0.16,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,0.0,0.0,8.0,70.29,6.0,50.73,19.0,160.65,75.0,634.14,388.0,3280.63,18.0,152.19,2.0,16.91,46.52,4083.88
cat777.0,cat15.0,49.0,18000.0,4.0,632270.0,2.46,22.57,74.4,2.37,1.07,15.17,34.21,17.87,8.22,632270.0,100.0,26630.0,81.45,0.46,36.85,19.09,9.43,13.56,32867.0,13143.0,14517.0,9008.0,10278.0,10564.0,7081.0,10623.0,105494.0,17.26,5.66,21.31,24.57,5.91,65.59,11.59,25.92,12.16,28.97,11.77,40.01,15.89,13.93,3.05,63.29,58.94,71.71,63.87,61.47,68.48,29141.0,7.23,23453.0,24.77,37.21,47.69,54.78,0.92,1.38,1.77,2.03,93.74,0.9,4.82,2.94,2.38,2.63,2.17,51.34,2.34,53.74,2.0,21040.0,92.42,46.57,6.7,30.6,1965.0,4.62,0.4,48700.0,66000.0,89900.0,41200.0,268.0,348.0,434.0,166.0,422.0,25.0,19.6,12.3,574.0,5.0,3.71,69.22,42.29,77.06,89.34,1381.0,216.21,1371.0,214.65,1231832.0,192856.8,892.0,216.2,88.74,85.66,14.34,0.0,0.0,14.34,41.0,15.0,194.3,196.1,3224.5,4.72,637.0,8.3317896E7,99.28,5.0,2.97,130443.3,105.0,16.44,658.0,103.02,3887.0,608.55,2496.0,390.78,13055.0,2043.9,29051.0,4548.25,7070.0,1106.89,1029.0,161.1,1118.78,7860.14
cat778.0,cat7.0,9.0,29405.0,4.0,51418.0,2.63,2.01,94.86,0.84,5.28,12.13,27.84,12.58,12.17,51418.0,100.0,36945.0,78.24,0.51,38.8,26.22,8.39,14.7,43209.0,15464.0,15708.0,12242.0,16019.0,15335.0,7942.0,7566.0,4418.0,8.83,8.5,21.96,21.02,7.13,63.41,27.07,23.43,13.02,28.97,8.88,31.99,11.96,10.52,3.1,72.16,69.39,76.0,73.44,65.25,72.1,1406.0,3.86,2950.0,13.05,17.8,22.47,26.64,0.75,1.02,1.29,1.53,88.46,1.47,4.35,3.02,2.55,2.73,2.3,62.72,1.89,54.02,2.0,1746.0,91.81,58.64,3.67,34.82,1939.0,3.73,0.39,115100.0,140100.0,167100.0,52000.0,361.0,504.0,611.0,250.0,586.0,27.4,24.5,14.0,44.0,1.0,5.74,76.79,53.96,83.89,90.38,91.0,170.89,74.0,138.96,47988.0,90116.6,527.3,170.9,99.82,93.41,2.2,4.4,0.0,6.59,4.0,10.0,61.5,34.5,1489.1,2.57,21.0,4951364.0,81.32,0.0,4.4,92981.6,0.0,0.0,22.0,41.31,58.0,108.92,225.0,422.53,773.0,1451.62,1102.0,2069.44,491.0,922.05,30.0,56.34,572.76,4499.45
cat779.0,cat11.0,31.0,47600.0,4.0,12135.0,3.73,0.78,38.93,1.29,90.7,18.98,33.35,16.88,9.05,12141.0,100.0,27415.0,75.95,0.0,20.79,29.19,18.43,13.66,29331.0,9023.0,11390.0,6646.0,7226.0,14600.0,7335.0,7950.0,2100.0,17.53,36.03,59.06,5.46,11.48,53.7,34.12,13.38,33.3,12.24,7.59,39.91,11.77,9.7,4.15,70.81,63.24,83.71,73.09,41.76,52.11,626.0,6.13,4807.0,13.73,19.74,26.52,35.76,5.44,7.82,10.51,14.17,24.16,22.46,23.51,18.78,3.7,3.8,3.6,49.6,36.57,72.43,2.0,81.0,97.57,48.26,6.17,38.27,1960.0,4.31,0.36,115700.0,154600.0,189500.0,73800.0,358.0,494.0,604.0,246.0,540.0,28.7,25.1,10.6,0.0,0.0,39.59,49.93,57.0,91.69,93.53,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,6.8,1793.0,6.23,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,1.0,8.05,8.0,64.42,136.0,1095.18,176.0,1417.3,252.0,2029.31,839.0,6756.32,617.0,4968.59,6.0,48.32,2584.96,13802.54
cat780.0,cat0.0,7.0,1740.0,4.0,11354.0,2.41,0.24,98.74,0.54,0.47,13.26,23.23,10.89,16.88,0.0,0.0,20472.0,62.83,0.53,46.94,40.0,10.47,21.74,28264.0,11451.0,11522.0,0.0,6549.0,4101.0,0.0,8412.0,1512.0,13.45,11.96,25.5,13.06,9.29,51.64,18.1,27.49,16.83,25.14,9.13,26.79,11.77,10.56,3.0,71.39,70.75,81.59,77.2,60.03,68.64,164.0,1.42,147.0,0.0,0.0,4.76,13.61,0.0,0.0,0.06,0.18,95.94,0.47,3.22,2.14,2.36,2.49,2.08,72.64,1.0,39.74,3.0,288.0,94.24,68.92,0.69,38.89,1944.0,4.84,0.7,28300.0,37600.0,50500.0,22200.0,189.0,246.0,299.0,110.0,286.0,27.9,17.7,14.8,0.0,0.0,1.29,86.81,56.46,82.88,92.36,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,8.8,1289.1,1.07,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,0.0,0.0,8.0,70.29,2.0,17.62,15.0,132.18,103.0,907.65,480.0,4229.82,16.0,140.99,7.0,61.68,46.52,5340.15
cat781.0,cat12.0,31.0,47600.0,4.0,18167.0,2.48,7.74,89.84,1.95,0.89,13.64,27.11,12.64,12.92,0.0,0.0,23420.0,74.52,2.08,39.33,28.43,7.79,20.29,30214.0,12955.0,13422.0,6294.0,8775.0,21443.0,14512.0,11264.0,2584.0,14.7,13.85,25.81,19.9,6.32,58.75,15.28,25.24,13.87,30.77,10.38,24.84,15.08,12.93,2.97,70.52,67.87,79.74,71.96,55.97,69.12,349.0,2.37,374.0,28.61,28.61,29.68,36.36,0.59,0.59,0.61,0.75,95.96,0.78,2.74,1.87,2.41,2.57,2.15,65.0,2.04,46.65,3.0,593.0,92.51,60.84,1.01,29.51,1970.0,7.44,0.34,40700.0,59500.0,82900.0,42200.0,193.0,253.0,328.0,135.0,316.0,23.2,18.9,11.8,0.0,0.0,2.06,70.25,46.77,78.67,88.74,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,21.5,843.3,0.21,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,0.0,0.0,2.0,10.24,13.0,66.53,73.0,373.61,149.0,762.58,718.0,3674.7,30.0,153.54,2.0,10.24,450.38,4601.05
cat782.0,cat11.0,31.0,47600.0,4.0,142216.0,3.62,5.25,58.66,8.58,54.37,16.52,31.94,15.84,7.12,142192.0,100.0,37174.0,84.72,0.86,33.28,19.59,11.02,17.99,38700.0,12096.0,14187.0,12582.0,11034.0,12454.0,7302.0,7752.0,17608.0,12.52,23.66,38.66,13.01,6.71,66.44,16.82,16.34,17.74,18.25,8.76,34.79,12.93,10.79,3.92,74.37,65.81,82.96,77.2,61.96,68.04,5391.0,4.93,44636.0,17.45,26.18,34.85,43.87,5.48,8.22,10.94,13.77,48.19,18.11,20.74,16.48,3.56,3.48,3.65,52.55,25.0,54.2,2.0,1945.0,95.28,53.74,0.21,10.18,1969.0,2.72,0.62,175700.0,204600.0,250000.0,74300.0,506.0,634.0,769.0,263.0,686.0,28.5,25.0,11.1,309.0,30.0,31.39,43.6,47.7,80.72,88.46,145.0,98.91,137.0,93.45,168813.0,115155.3,1164.2,98.9,82.11,74.48,4.83,15.86,2.76,23.45,6.0,9.0,200.6,25.3,5616.7,1.07,74.0,1.4416047E7,94.48,10.0,4.14,98338.6,16.0,10.91,55.0,37.52,464.0,316.52,908.0,619.39,1615.0,1101.67,4425.0,3018.5,1148.0,783.1,56.0,38.2,984.34,4941.47
cat783.0,cat15.0,31.0,47600.0,4.0,12142.0,2.55,6.05,92.03,1.52,0.58,15.15,28.5,14.02,11.75,0.0,0.0,25221.0,73.83,0.8,33.31,26.66,10.25,13.81,30720.0,11554.0,11712.0,8967.0,5756.0,12541.0,26000.0,16472.0,1609.0,13.44,6.56,26.3,9.82,7.89,60.6,32.8,17.58,25.53,16.76,11.45,25.93,16.4,14.1,3.1,70.23,68.36,81.62,70.07,59.48,71.37,204.0,1.99,232.0,57.76,70.26,72.41,72.41,1.1,1.34,1.38,1.38,96.78,0.58,4.28,2.94,2.52,2.6,2.41,60.79,1.32,46.19,3.0,368.0,92.82,59.03,1.36,32.07,1951.0,9.27,0.8,36000.0,50500.0,71100.0,35100.0,181.0,262.0,336.0,155.0,344.0,23.7,15.6,12.6,0.0,0.0,1.91,82.63,51.61,82.33,91.29,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,6.3,1918.9,0.21,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,0.0,0.0,8.0,63.0,5.0,39.38,20.0,157.51,73.0,574.89,296.0,2331.08,14.0,110.25,0.0,0.0,259.88,3016.22
cat784.0,cat24.0,840.0,86720.0,4.0,21947.0,2.42,10.02,88.64,0.95,1.0,13.15,28.4,14.54,13.71,0.0,0.0,26086.0,77.24,0.89,37.75,27.67,5.73,14.43,31974.0,14214.0,14913.0,8413.0,14852.0,13251.0,5962.0,7068.0,2364.0,11.3,14.9,31.17,18.78,4.77,64.7,20.42,21.05,18.38,25.43,13.13,30.86,15.23,14.24,2.94,70.69,67.0,72.84,74.45,72.68,79.17,594.0,3.9,556.0,12.77,30.94,41.73,47.12,0.32,0.78,1.06,1.19,96.34,0.33,3.29,2.07,2.31,2.43,2.21,47.83,2.48,48.05,3.0,724.0,92.62,45.38,2.35,22.79,1959.0,9.74,1.0,66300.0,89100.0,128200.0,61900.0,276.0,349.0,432.0,156.0,425.0,24.2,19.1,12.7,0.0,1.0,2.53,57.07,45.92,63.41,81.71,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,9.7,2270.1,0.65,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,0.0,0.0,10.0,41.61,24.0,99.85,137.0,570.0,216.0,898.69,1494.0,6215.94,54.0,224.67,7.0,29.12,711.46,7368.42
cat785.0,cat6.0,31.0,47600.0,4.0,10448.0,2.21,15.19,82.53,1.79,1.22,9.66,27.16,11.09,14.94,10448.0,100.0,32237.0,80.1,0.98,53.71,27.54,2.64,15.5,42431.0,21799.0,22581.0,16784.0,10670.0,28290.0,27129.0,20217.0,764.0,7.31,6.38,14.65,40.8,4.17,66.87,12.06,35.75,6.92,44.29,9.7,35.62,11.97,10.98,2.97,75.47,73.57,89.17,78.09,60.33,66.44,189.0,2.66,414.0,21.01,26.33,27.05,32.85,0.83,1.04,1.07,1.3,94.28,0.33,5.2,2.86,2.18,2.54,1.69,67.96,0.8,58.06,2.0,260.0,94.79,58.54,5.38,40.38,1941.0,1.61,0.0,63100.0,83200.0,124600.0,61500.0,318.0,391.0,443.0,125.0,455.0,23.6,17.7,12.0,0.0,0.0,3.96,65.68,57.57,77.65,88.89,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,2.4,4434.6,2.4,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,0.0,0.0,2.0,18.97,37.0,350.94,40.0,379.4,71.0,673.43,1141.0,10822.35,89.0,844.16,1.0,9.48,749.31,12349.43
cat786.0,cat11.0,31.0,47600.0,4.0,31896.0,2.51,0.6,89.6,2.25,13.87,11.79,26.16,12.63,9.11,31896.0,100.0,54516.0,82.64,1.27,47.06,16.56,3.19,12.79,61645.0,27986.0,29682.0,11130.0,21229.0,23219.0,8934.0,10666.0,2264.0,7.17,3.37,9.73,35.78,3.82,70.04,13.17,21.15,6.23,36.56,11.35,33.22,15.92,13.6,2.92,76.51,74.32,93.12,75.78,50.88,60.21,234.0,1.22,4279.0,29.35,42.84,49.38,57.05,3.94,5.75,6.62,7.65,84.69,4.94,5.13,3.44,2.48,2.5,2.46,59.22,4.57,49.37,3.0,1965.0,86.6,58.88,0.05,17.3,1977.0,1.2,0.12,262700.0,336600.0,437900.0,175200.0,731.0,872.0,1001.0,270.0,898.0,27.3,26.9,11.6,0.0,47.0,13.42,45.06,38.16,70.99,83.85,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,6.9,4630.7,2.7,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,2.0,5.95,13.0,38.66,35.0,104.1,123.0,365.82,372.0,1106.39,826.0,2456.65,129.0,383.67,7.0,20.82,514.53,3967.52
cat787.0,cat10.0,31.0,47600.0,4.0,1630553.0,2.64,28.09,52.69,4.12,27.63,14.4,30.53,14.73,7.54,1630672.0,100.0,26261.0,82.75,0.84,32.14,17.9,7.06,9.26,30248.0,14261.0,19817.0,8366.0,12239.0,12250.0,6249.0,7021.0,332974.0,20.74,14.21,29.52,25.09,8.18,63.67,11.72,22.81,13.13,27.81,12.72,36.66,17.35,15.07,3.33,64.89,59.42,75.35,66.39,57.29,64.15,77924.0,6.91,290374.0,17.21,27.02,38.75,58.02,3.07,4.81,6.9,10.33,69.33,8.38,9.93,6.3,2.6,2.78,2.47,47.55,11.72,62.65,2.0,109558.0,84.92,44.59,12.67,41.88,1969.0,8.45,0.82,38100.0,58000.0,91900.0,53800.0,255.0,328.0,421.0,166.0,390.0,23.6,19.9,13.4,1780.0,151.0,17.81,56.97,45.36,82.72,89.76,4104.0,236.63,3570.0,205.84,2320218.0,133781.41,565.4,236.6,78.88,73.66,14.4,11.4,0.39,26.17,138.0,12.0,27.0,559.3,2915.3,6.54,2163.0,2.23299392E8,86.99,5.0,3.36,128752.2,446.0,25.72,1109.0,63.94,38.0,45.77,160.0,488.2,27022.0,1558.06,61569.0,3550.01,27519.0,1586.72,1549.0,89.31,46.52,6784.1
cat788.0,cat7.0,9.0,16250.0,4.0,24174.0,2.74,0.51,98.18,1.0,1.07,11.56,24.23,11.54,12.83,24174.0,100.0,43759.0,82.9,0.83,50.36,25.65,3.25,16.79,51514.0,18776.0,18818.0,19215.0,0.0,19818.0,5924.0,8525.0,1077.0,4.59,4.2,13.21,26.61,5.29,66.93,19.69,26.59,9.74,32.21,7.04,30.53,9.48,8.33,3.12,82.77,80.93,93.11,78.5,66.67,76.1,138.0,0.8,1207.0,9.78,14.08,15.91,16.57,0.49,0.7,0.79,0.83,93.57,0.57,3.82,2.83,2.64,2.82,2.11,79.58,0.54,36.73,3.0,306.0,96.64,74.47,0.0,36.93,1956.0,0.24,0.09,159800.0,185500.0,231300.0,71500.0,421.0,602.0,721.0,300.0,666.0,26.4,22.4,15.0,0.0,0.0,4.99,80.83,66.31,89.33,95.16,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,13.8,1756.9,1.57,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,0.0,0.0,1.0,3.91,9.0,35.15,60.0,234.36,161.0,628.86,810.0,3163.82,280.0,1093.66,0.0,0.0,273.42,4886.34
cat703.0,cat23.0,31.0,47600.0,4.0,18906.0,2.69,59.17,40.18,0.45,0.38,15.46,26.8,12.32,14.39,0.0,0.0,15938.0,67.01,1.29,22.11,34.69,21.1,10.15,21311.0,10749.0,18734.0,5405.0,5555.0,8745.0,0.0,6321.0,6923.0,37.31,21.36,41.31,18.79,11.24,49.22,17.17,27.6,18.07,28.52,11.86,35.24,15.12,13.72,3.36,49.87,40.75,48.96,43.26,74.51,70.24,2451.0,13.82,120.0,40.83,40.83,40.83,40.83,0.26,0.26,0.26,0.26,97.34,0.41,9.4,6.24,2.64,2.59,2.68,47.94,9.89,58.6,2.0,559.0,92.64,48.81,16.99,46.69,1960.0,14.94,0.73,31800.0,45000.0,71700.0,39900.0,101.0,139.0,219.0,118.0,245.0,32.5,20.9,13.4,0.0,0.0,0.63,88.58,54.25,89.57,95.92,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,9.6,1976.8,0.33,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,4.0,21.07,10.0,52.68,46.0,242.33,33.0,173.85,772.0,4067.01,1254.0,6606.26,91.0,479.4,7.0,36.88,489.94,11189.55
cat789.0,cat15.0,35.0,16014.0,4.0,54052.0,2.57,37.1,60.19,2.11,1.08,13.84,26.73,12.78,10.88,54052.0,100.0,36043.0,81.1,0.6,48.52,23.83,5.13,13.68,43541.0,18228.0,21523.0,13369.0,9455.0,13952.0,7437.0,11855.0,4482.0,8.46,3.61,11.92,45.02,4.81,65.22,12.42,45.07,8.71,45.42,7.56,37.56,13.9,11.01,3.2,71.24,69.68,89.42,74.54,62.09,74.7,1078.0,2.99,3897.0,25.92,29.48,32.82,35.64,1.87,2.13,2.37,2.57,89.72,1.67,6.52,4.22,2.52,2.85,1.98,70.58,1.21,33.6,3.0,850.0,96.11,62.56,1.29,35.29,1939.0,0.73,0.12,60600.0,71500.0,93800.0,33200.0,344.0,423.0,501.0,157.0,489.0,25.9,19.5,13.0,0.0,0.0,7.21,61.42,57.89,84.83,88.77,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,8.4,6420.1,6.98,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,0.0,0.0,1.0,1.86,28.0,52.2,2.0,3.73,131.0,244.2,957.0,1783.98,234.0,436.21,0.0,0.0,57.79,2464.39
cat790.0,cat7.0,17.0,11000.0,4.0,95802.0,2.43,13.5,75.28,8.44,6.79,16.46,37.35,21.42,9.16,95802.0,100.0,33140.0,80.86,0.71,52.67,17.64,6.43,10.2,39990.0,19879.0,22936.0,10552.0,12483.0,11408.0,8129.0,10499.0,8794.0,10.7,7.09,15.65,54.17,5.15,64.75,9.69,51.36,6.03,46.98,7.59,57.0,11.31,9.51,2.9,63.59,60.94,78.17,61.21,62.62,71.3,2504.0,5.54,21350.0,25.41,35.92,47.21,55.56,5.66,8.01,10.52,12.38,73.84,4.21,4.33,2.06,2.08,2.27,1.99,33.22,4.15,72.41,2.0,2574.0,93.87,30.35,3.65,38.54,1939.0,1.53,0.41,184000.0,263800.0,440800.0,256800.0,319.0,483.0,689.0,370.0,538.0,24.3,21.3,13.8,252.0,33.0,22.29,39.59,42.92,62.42,69.9,271.0,288.76,231.0,246.14,101658.0,108319.7,375.1,288.8,89.52,82.29,16.97,0.74,0.0,17.71,11.0,9.0,135.3,6.7,14370.9,24.42,48.0,1.815285E7,85.24,5.0,4.06,193424.09,2.0,2.13,27.0,28.77,253.0,269.58,643.0,685.14,929.0,989.88,3566.0,3799.68,968.0,1031.43,21.0,22.38,985.62,5843.37
